Y1,Y2
啥也不说了,7
傻B,7
傻比,7
傻叉,3
傻劲儿,3
傻里瓜唧,5
傻里傻气,5
傻头傻脑,5
傻笑,1
傻子,3
煞气,3
煞有介事,9
筛糠,5
山高水低,7
山高水险,5
山河易改，本性难移,7
山亏一篑,5
山穷水断,5
山穷水尽,9
山穷水绝,5
山上无老虎，猴子称大王,5
山中无好汉，猢猻称霸王,5
芟荑,5
姗姗来迟,1
珊珊来迟,5
煽风点火,5
煽惑,7
煽诱,5
潸然,3
闪烁其辞,3
讪脸,5
讪皮讪脸,5
讪笑,5
扇动,5
扇风点火,5
擅权,5
擅自,1
擅自为谋,7
伤兵,3
伤风,3
伤风败化,5
伤风败俗,7
伤弓之鸟,5
伤害,3
伤化败俗,5
伤教败俗,7
伤口,3
伤神,5
伤生,5
伤逝,5
伤天害理,9
伤亡,5
伤心蒿目,5
伤心疾首,5
伤言扎语,5
伤员,3
赏不当功,5
赏罚不当,5
赏罚不明,5
赏罚不信,5
赏罚无章,5
赏同罚异,7
上不得台盘,5
上窜下跳,5
上等轮胎－有气难出,3
上吊,7
上赶,7
上赶着,7
上行下效,3
上梁不正下梁歪,7
上楼去梯,7
上慢下暴,7
上天无路,5
上无片瓦,5
上下其手,9
上刑,5
上援下推,5
上之所好，下必甚焉,5
烧包,5
烧掉,8
烧毁,5
烧伤,3
少不更事,5
少吃无穿,3
少见多怪,3
少气无力,7
少条失教,5
少言寡语,5
少壮不努力，老大徒伤悲,9
奢侈,7
奢华,3
奢靡,7
舌敝唇焦,7
舌敝耳聋,8
舌剑唇枪,7
舌挢不下,7
蛇头,5
蛇吞象,7
蛇蝎,7
蛇蝎为心,9
蛇欲吞象,9
舍本求末,7
舍本事末,5
舍本逐末,7
舍近即远,5
舍近求远,5
舍近务远,5
舍弃,5
设心处虑,5
设心积虑,5
社会贤达,7
社鼠城狐,7
射利沽名,5
射影含沙,5
射鱼指天,5
涉案,8
涉嫌,5
矢口否认,8
摄威擅势,7
慑服,1
申雪,7
身败名隳,5
身败名裂,9
身不由己,8
身不由主,5
身不遇时,5
身单力薄,3
身废名裂,5
身故,7
身后,7
身名俱败,7
身名俱灭,5
身世,3
身首异地,5
身微力薄,5
身先朝露,5
身心交瘁,5
深闭固拒,5
深仇大恨,9
深仇宿怨,5
深仇重怨,7
深恶痛疾,5
深恶痛嫉,5
深根蟠结,7
深奸巨猾,5
深文傅会,5
深文巧诋,5
深文曲折,5
深文周纳,5
神不附体,5
神不收舍,5
神不守舍,5
神短气浮,5
神号鬼哭,5
神魂荡飏,5
神魂颠倒,3
神魂飘荡,5
神机鬼械,5
神奸巨蠹,9
神奸巨猾,5
神焦鬼烂,7
神经,5
神经病,5
神经错乱,5
神经兮兮,3
神经质,5
神眉鬼眼,5
神迷意夺,5
神气活现,7
神牵鬼制,5
神情不属,5
神权,5
神丧胆落,9
神伤,5
神逝魄夺,5
神思恍惚,5
神头鬼脸,5
神头鬼面,5
神譁鬼叫,5
神郁气悴,5
神志委靡,5
甚嚣尘上,5
渗入,3
蜃景,3
瘆人,1
升天,7
生搬硬套,5
生变,5
生番,3
生拉硬拽,1
生灵涂炭,9
生气,5
生前,5
生涩,3
生杀予夺,7
生事,3
生疏,3
生死存亡,9
生死难卜,8
生吞活剥,5
生吞蜈蚣－百爪挠心,9
生闲气,3
生硬,3
生造,3
声名狼藉,5
声气相通,5
声色贷利,7
声色狗马,7
声色货利,7
声色俱厉,5
声色犬马,7
声嘶力竭,5
声讨,5
盛名之下，其实难副,3
盛气凌人,5
盛筵难再,1
剩菜残羹,5
尸横遍野,9
尸禄素飡,5
尸禄素餐,5
尸位素餐,7
尸位误国,7
失策,3
失察,5
失宠,5
失当,3
失道寡助,5
失德,9
失掉,5
失范,3
失欢,5
失魂荡魄,5
失魂丧胆,9
失机,3
失检,3
失脚,1
失节,5
失禁,5
失惊倒怪,5
失精落彩,5
失敬,5
失口,3
失礼,3
失利,5
失恋,7
失迷,3
失密,5
失眠,5
失明,5
失陪,5
失窃,5
失去,5
失闪,5
失神,5
失慎,3
失声,7
失时,3
失时落势,5
失实,1
失势,3
失事,5
失手,5
失守,5
失算,5
失态,3
失望,8
失效,5
失信,3
失序,3
失学,5
失言,5
失业,5
失宜,3
失约,7
失张失志,5
失张失致,5
失张失智,5
失着,3
失之毫釐，差以千里,5
失之毫釐，差之千里,5
失之毫釐，谬以千里,5
失之交臂,5
失之千里，差若毫釐,5
失职,5
失足,3
师出无名,5
师老兵疲,3
师老民困,3
师心自用,3
诗书发冢,5
虱处裈中,5
狮子大开口,5
施暴,7
施绯拖绿,5
施威,5
十病九痛,5
十步九回头,7
十恶不赦,9
十恶五逆,5
十米九糠,5
十眠九坐,5
十生九死,5
十室九匮,5
十死不问,5
十羊九牧,5
十转九空,5
时不我与,5
时乖命蹇,7
实验主义,5
实用主义,5
实证主义,5
拾陈蹈故,5
拾人涕唾,5
拾人唾涕,5
拾人唾余,5
拾人牙慧,5
食不充肠,5
食不充饥,5
食不充口,5
食不甘味,3
食不果腹,7
食不遑味,5
食不厌精，脍不厌细,9
食不知味,5
食不终味,5
食而不化,7
食而不知其味,5
食古不化,7
食古如鲠,5
食品污染,5
食前方丈,7
食日万钱,7
食肉寝皮,9
食少事烦,7
食生不化,5
食荼卧棘,5
食物中毒,5
食言,5
食言而肥,5
食玉炊桂,3
食之无味，弃之可惜,5
食子徇君,7
蚀本,5
史弟阋于墙,7
矢口,5
豕窜狼逋,5
豕分蛇断,5
豕突狼奔,7
使乖弄巧,5
使坏,5
使酒骂坐,5
使酒骂座,5
使心彆气,5
使心用腹,5
使心作倖,5
使性傍气,5
使性谤气,5
使性摜气,5
使性子,3
使羊将狼,5
使嘴使舌,5
始乱终弃,9
始作俑者,9
屎流屁滚,5
屎屁直流,5
示弱,5
示众,3
世弊,3
世风日下,7
世故,5
世事纷扰,5
世殊事异,3
世俗,5
世态炎凉,9
市惠,5
市井无赖,5
市井小人,7
市井之徒,7
市侩,9
式微,5
似是而非,7
势不俱栖,5
势不两立,5
势成骑虎,5
势利,7
势利眼,7
势穷力蹙,5
势穷力屈,5
势如冰炭,5
势焰,7
势治,5
事不关己,1
事不关己，高高挂起,3
事大主义,5
事端,7
事故,5
事务主义,5
事与原违,5
饰非拒谏,5
饰非遂过,5
饰非文过,5
饰非掩过,5
饰非养过,5
饰垢掩疵,5
饰情矫行,7
饰智矜愚,5
视财如命,5
视丹如绿,7
视而不见,5
视而不见，听而不闻,9
视如敝屣,7
视如草芥,5
视如粪土,9
视如寇仇,7
视如陌路,5
视如土芥,5
视若草芥,7
视若儿戏,3
视若兒戏,5
视若路人,3
视若无睹,1
视同儿戏,5
视同兒戏,5
视同路人,7
视同陌路,5
视同秦越,5
视为兒戏,5
视为寇雠,5
视为畏途,3
视远步高,5
是非颠倒,5
是非口舌,5
适得其反,3
恃才傲物,5
恃强凌弱,7
恃勇轻敌,3
室怒市色,5
室人交谪,5
室如县罄,5
室如悬磬,3
室如悬罄,5
室徒四壁,5
逝者如斯,5
舐糠及米,5
舐皮论骨,7
释生取义,5
嗜杀成性,9
嗜血,9
嗜血成性,9
適得其反,5
適居其反,5
適情任欲,5
噬脐何及,7
收成弃败,5
收揽,5
收拢,5
收买,7
手不应心,5
手段,1
手高眼低,5
手黑,7
手脚不干净,9
手脚无措,5
手忙脚乱,9
手无缚鸡之力,9
手下败将,8
手眼通天,5
手泽之遗,7
手重,5
手足无措,5
手足重茧,5
守财奴,5
守旧,3
守钱虏,5
守缺抱残,5
守阙抱残,5
守株待免,3
守株待兔,9
首当其冲,7
首恶,7
首鼠两端,5
首鼠模棱,3
受罚,5
受过,5
受害,7
受贿,5
受窘,1
受骗,5
受气,5
受穷,5
受屈,5
受辱,5
受制,5
授柄於人,5
授人口实,5
授人以柄,5
售假,8
兽行,7
兽困则噬,5
兽心人面,5
兽性,7
瘦瘠,5
瘦弱,9
书生气十足,5
书生之见,5
舒头探脑,3
疏放,5
疏忽,3
疏阔,3
疏懒,5
输理,5
熟视无睹,5
蜀犬吠日,3
鼠辈,9
鼠臂虮肝,5
鼠窜,3
鼠窜蜂逝,7
鼠窜狗盗,5
鼠窜狼奔,5
鼠胆,9
鼠盗狗窃,5
鼠肚鸡肠,5
鼠腹鸡肠,5
鼠腹蜗肠,5
鼠肝虫臂,5
鼠迹狐踪,5
鼠类,7
鼠目寸光,9
鼠目麞头,5
鼠齧虫穿,5
鼠齧蠹蚀,5
鼠凭社贵,5
鼠窃狗盗,5
鼠窃狗偷,5
鼠雀之辈,7
鼠雀之牙,5
鼠入牛角,5
鼠屎汙羹,5
鼠首偾事,5
鼠偷狗盗,5
鼠心狼肺,5
鼠腥蜗肠,7
鼠穴寻羊,5
鼠牙雀角,7
束椽为柱,5
束缚,5
束教管闻,5
束马悬车,5
束蒲为脯,5
束手待毙,5
束手待死,5
束手缚脚,5
束手就毙,5
束手就困,5
束手就禽,5
束手就擒,5
束手就殪,5
束手旁观,5
束手束脚,5
束手束足,5
束手听命,5
束手无措,5
束手无计,5
束手自毙,5
束手坐视,5
束之高阁,3
树大招风,5
树倒根摧,5
树敌,5
树高招风,5
树同拔异,5
竖子,7
竖子成名,5
竖子成名　,7
数白论黄,5
数典忘祖,5
数短论长,5
数黑论黄,5
数黄道黑,3
数米而炊,5
数米量柴,9
刷单,8
耍花枪,3
耍花腔,1
耍花招,1
耍滑,3
耍滑头,1
耍奸,5
耍赖,5
耍弄,7
耍贫嘴,5
耍钱,5
耍手段,1
耍态度,5
耍无赖,5
耍笑,5
耍心眼儿,5
耍子,5
耍嘴皮子,5
衰替,3
衰颓,5
衰萎,5
衰朽,5
甩脸子,3
双凫一雁,5
霜凋夏绿,5
霜露之悲,5
霜露之感,5
爽然若失,5
水底捞月,5
水底捞针,5
水底摸月,5
水火兵虫,7
水火不相容,9
水泄不通,9
水性杨花,7
水至清则无鱼,1
水中捞月,5
水中捉月,5
吮痈舐痔,7
顺风使舵,5
顺风使帆,5
顺风转舵,5
顺口,3
顺口开河,5
顺手牵羊,3
顺水人情,1
顺我者昌，逆我者亡,5
顺我者生，逆我者死,5
说白道黑,5
说白道绿,5
说不过去,3
说地谈天,5
说短论长,7
说风凉话,5
说黄道黑,5
说谎,5
说教,3
说客,5
说情,5
说三道四,7
说是道非,5
说是弄非,5
说是谈非,5
说闲话,5
说长道短,5
说嘴,5
说嘴打嘴,7
司马青衫,5
司马昭之心,5
私奔,5
私弊,5
私娼,5
私党,5
私话,5
私货,5
私见,3
私了,5
私利,5
私念,3
私情,5
私生子,5
私通,7
私图,5
私吞,5
私窝子,5
私下,7
私下里,9
私相授受,5
私枭,5
私心,5
私心杂念,5
私刑,5
私欲,3
私自,3
思凡,5
思妇病母,5
思归其雌,5
思深忧远,7
斯文扫地,9
厮混,5
死败涂地,5
死板,3
死板板,9
死别生离,5
死不足惜,7
死沉沉,9
死地,5
死而无侮,7
死告活央,5
死灰复燃,9
死灰槁木,5
死眉瞪眼,5
死模活样,5
死脑筋,9
死皮赖脸,7
死乞白赖,5
死乞百赖,5
死气白赖,5
死气沉沉,5
死求白赖,5
死求百赖,5
死去活来,9
死声活气,5
死声咷气,5
死声淘气,5
死死,9
死顽固,5
死亡,8
死无对证,3
死无葬身之地,9
死心眼,3
死心眼儿,3
死性,9
死样活气,5
死一般,9
死硬,5
死硬派,3
死有余辜,9
死有余僇,9
死有余责,5
死有余诛,7
死有余罪,5
四壁萧然,5
四分五裂,1
四海鼎沸,7
四郊多垒,7
四面楚歌,9
四体不勤，五谷不分,7
伺瑕导蠙,5
伺瑕抵蠙,5
俟河之清,9
肆行,5
肆虐,7
肆扰,5
肆无忌惮,9
肆言詈辱,7
肆言谩骂,7
肆言如狂,5
肆意,1
肆意横行,7
肆意妄为,7
騃童钝夫,5
松垮,9
松垮垮,9
松散,3
松散散,7
松松垮垮,7
松懈,3
怂恿,3
耸人听闻,3
送旧迎新,5
送去迎来,1
送人情,5
送往迎来,1
搜肠刮肚,3
搜根剔齿,7
搜刮,5
搜章擿句,5
嗾使,7
俗不可耐,7
俗不可医,7
俗气,5
俗套,5
俗下文字,5
夙仇,7
夙世冤业,9
夙世怨家,7
诉苦,5
肃杀,3
素口骂人,5
酸不溜丢,5
酸臭,9
酸刻,9
酸涩,9
酸文假醋,3
算计,7
算帐,5
隋珠弹雀,7
随便,5
随波逐尘,7
随波逐浪,7
随波逐流,5
随方逐圆,5
随风倒,5
随风倒舵,5
随风使舵,9
随风逐浪,7
随风转舵,9
随近逐便,1
随人作计,5
随声吠影,7
随声附和,3
随声趋和,7
随声是非,3
随世沈浮,7
随俗沉浮,3
随俗浮沈,7
随俗沈浮,7
随心所欲,3
随珠弹雀,7
岁不我与,7
遂非文过,7
遂迷不寤,7
遂迷忘反,9
碎骨粉尸,9
碎尸万段,9
碎瓦穨垣,5
碎心裂胆,9
碎嘴子,5
损兵折将,3
损公肥私,7
损害,5
损毁,5
损人,5
损人肥己,9
损人害己,7
损人利己,7
损人利已,9
损人益己,7
损伤,5
损上益下,9
损之又损,9
梭天摸地,7
缩手缩脚,9
缩头缩脑,5
缩头缩尾,3
所费不赀,7
索垢寻疵,7
索贿,7
索寞,3
索赔,8
索然乏味,9
索然寡味,9
索然无味,5
琐碎,3
锁链,5
塌台,5
踏故習常,7
抬杠,5
太平无象,7
太随便,9
太岁头上动土,7
汰劣留良,7
泰山梁木,7
坍台,7
贪杯,3
贪财好贿,7
贪财好色,7
贪财恋色,7
贪吃,3
贪吃懒做,9
贪大求全,7
贪得无厌,7
贪多务得,7
贪而无信,7
贪夫徇财,9
贪夫狥财,7
贪夫殉财,7
贪夫殉利,9
贪功起釁,7
贪官,5
贪官蠹役,9
贪官污吏,9
贪花恋酒,5
贪欢逐乐,7
贪贿,5
贪贿无艺,7
贪婪,7
贪婪无厌,7
贪吏猾胥,9
贪戾无厌,7
贪惏无餍,7
贪名爱利,7
贪名逐利,7
贪墨,5
贪墨败度,9
贪墨成风,9
贪求,7
贪求无厌,7
贪求无已,7
贪荣慕利,7
贪如虎狼,7
贪色,3
贪生,5
贪生恶死,9
贪生怕死,7
贪生畏死,9
贪声逐色,7
贪天之功,7
贪图,5
贪猥无厌,7
贪位慕禄,9
贪污,7
贪污犯,5
贪污腐化,9
贪小,3
贪小失大,5
贪心,7
贪心不足,7
贪汙狼藉,7
贪欲,5
贪欲无厌,7
贪欲无艺,7
贪赃坏法,7
贪赃枉法,9
贪脏,5
贪嘴,3
摊书拥百城,7
昙花一现,3
谈过其实,7
谈空说有,3
谈优务劣,5
忐上忑下,7
忐忑不定,7
袒护,3
袒裼裸裎,5
叹老嗟卑,7
探囊胠箧,5
探头缩脑,3
探头探脑,3
唐突,3
堂而皇之,8
堂皇冠冕,7
搪塞,5
糖弹,3
糖衣炮弹,7
螳臂当车,1
傥荡,5
滔天,7
韬晦之计,3
饕风虐雪,3
饕口馋舌,5
逃奔,5
逃避,5
逃兵,5
逃窜,3
逃遁,5
逃犯,5
逃废,8
逃命,5
逃难,5
逃匿,5
逃跑,5
逃票,5
逃散,3
逃税,5
逃亡,5
逃学,5
逃逸,5
逃之夭夭,5
桃代李僵,1
桃李之馈,5
桃色,5
陶犬瓦鸡,7
陶陶兀兀,5
梼昧,5
淘神,3
讨便宜,5
讨好,1
讨价还价,1
讨流溯源,7
讨人嫌,8
讨是寻非,7
讨嫌,3
讨厌,7
套购,5
套话,5
套汇,5
套交情,5
忑忑忐忐,5
腾腾兀兀,5
腾云驾雾,7
剔蝎撩蜂,7
啼天哭地,9
题名道姓,5
鶗鴂彫卉,7
体罚,5
体规画圆,7
体力不支,7
体无完肤,7
体无完皮,7
涕零如雨,9
涕泗滂沲,9
惕励,7
替古人担忧,5
替古人耽忧,7
替罪羊,3
天安门事件,5
天崩地坼,5
天崩地解,7
天崩地塌,9
天崩地坍,7
天崩地陷,7
天才论,3
天愁地惨,9
天打雷劈,9
天道宁论,7
天低吴楚，眼空无物,5
天地诛戮,9
天地诛灭,9
天夺之年,9
天翻地覆,7
天方夜谭,5
天高皇帝远,7
天花乱坠,3
天华乱坠,7
天昏地暗,5
天昏地黑,9
天荆地棘,7
天理难容,9
天末凉风,7
天年不测,7
天年不齐,7
天年不遂,7
天怒人怨,7
天壤王郎,7
天壤王朗,1
天粟马角,9
天台路迷,3
天坍地陷,7
天下本无事，庸人自扰之,5
天下大乱,9
天下乌鸦一般黑,9
天下箸处,7
天险,3
天晓得,7
天有不测风云,3
天之僇民,9
天之戮民,9
天诛地灭,9
添醋加油,7
添堵,5
添乱,5
添盐着醋,5
添油炽薪,7
添油加醋,7
添枝加叶,7
添枝接叶,7
添枝增叶,7
恬不知耻,9
恬不知愧,7
恬不知羞,7
甜嘴蜜舌,5
靦颜人世,7
靦颜事仇,5
佻薄,5
佻达,5
佻巧,3
挑拨,5
挑拨离间,5
挑茶斡刺,7
挑脣料嘴,7
挑刺儿,5
挑动,7
挑肥拣瘦,5
挑精拣肥,5
挑毛拣刺,3
挑么挑六,7
挑弄,7
挑三拨四,7
挑三豁四,7
挑三拣四,5
挑三检四,5
挑三嫌四,5
挑食,3
挑唆,5
挑剔,5
挑衅,5
挑牙料脣,7
挑眼,3
挑字眼儿,5
条条框框,7
调拨,5
调脣弄舌,5
调词架讼,5
调情,5
调三惑四,5
调三窝四,5
调三斡四,5
调唆,7
调停两用,5
调戏,7
调笑,5
调嘴弄舌,5
调嘴调舌,5
调嘴学舌,5
跳脚,9
跳梁,5
跳梁小丑,3
跳踉,7
贴金,7
铁公鸡,5
铁公鸡一毛不拔,9
铁幕,5
铁石心肠,9
铁蹄,7
铁腕,5
铁心木肠,7
铁血政策,3
听而不闻,5
听风是雨,3
听人穿鼻,5
听任,5
听天任命,5
听天由命,1
听信,5
听之任之,5
停闭,5
停学,5
停业,5
停云落月,7
停滞,3
挺胸凸肚,7
通病,5
通风报讯,7
通风讨信,7
通缉,5
通奸,5
通同作弊,7
同敝相济,7
同尘合汙,7
同床各梦,7
同床异梦,5
同恶,8
同恶共济,7
同恶相党,7
同恶相济,7
同恶相求,7
同恶相恤,7
同归于尽,1
同伙,3
同类相妒,7
同流合污,7
同流合汙,7
同美相妒,5
同谋,5
同气相求,9
同室操戈,7
同业相仇,7
铜臭,5
铜臭满身,5
铜驼草莽,7
捅娄子,7
痛定思痛,9
痛恶,7
痛击,5
偷安,5
偷安旦夕,7
偷盗,7
偷东摸西,7
偷工减料,5
偷合苟从,7
偷合苟容,5
偷鸡盗狗,7
偷鸡摸狗,7
偷懒,3
偷梁换柱,7
偷媚取容,7
偷摸,7
偷窃,7
偷情,9
偷生,5
偷声细气,7
偷税,5
偷天换日,5
偷偷,9
偷偷摸摸,5
偷袭,7
偷闲,5
偷闲躲静,5
偷香窃玉,7
偷嘴,7
头出头没,7
头会箕赋,7
头会箕敛,7
头焦额烂,7
头面人物,5
头难,7
头脑发热,3
头破血出,7
头破血流,7
头上安头,7
头上著头,7
头梢自领,5
头稍自领,5
头痛额热,3
头痛灸头，脚痛灸脚,5
头痛医头，脚痛医脚,5
头痛治头，足痛治足,7
头痒搔跟,7
头重脚轻,7
头子,5
投畀豺虎,9
投敌,7
投膏止火,7
投机倒把,7
投机取巧,5
投机主义,5
投间抵隙,7
投井下石,5
投阱下石,7
投卵击石,9
投其所好,3
投石下并,7
投石下井,7
投鼠忌器,1
投鼠之忌,7
投隙抵巇,7
投隙抵罅,7
投章摘句,5
透顶,7
图财害命,9
图谋,7
图谋不轨,5
图穷匕见,3
图作不轨,7
荼毒,7
荼毒生灵,9
徒读父书,8
徒负虚名,5
徒劳,5
徒劳往返,5
徒劳无功,9
徒劳无益,9
徒乱人意,7
徒然,9
徒讬空言,5
徒托空言,5
徒托生言,8
徒拥虚名,5
徒有其名,7
徒有虚名,7
徒宅忘妻,7
徒子徒孙,5
途穷日暮,9
涂炭,7
涂脂抹粉,3
屠夫,5
屠戮,7
屠杀,7
土包子,7
土崩瓦解,7
土鳖,5
土蚕,9
土得掉渣,9
土匪,5
土狗子,5
土棍,5
土豪,5
土豪劣绅,7
土皇帝,9
土鸡瓦狗,7
土鸡瓦犬,5
土阶茅屋,3
土里土气,3
土龙刍狗,5
土龙沐猴,7
土牛木马,5
土牛石田,5
土偶蒙金,7
土气,5
土石方,7
土司制度,9
土专家,5
吐刚茹柔,7
吐丝自缚,7
吐珠於泽，谁能不含,5
兔角龟毛,5
兔角牛翼,5
兔丝燕麦,5
兔死狗烹,7
兔死狐悲,3
兔死犬饥,7
兔头麞脑,7
兔崽子,5
兔子尾巴长不了,5
团伙,5
团团转,7
抟空捕影,7
抟沙嚼蜡,7
抟香弄粉,7
推波助澜,3
推波作浪,5
推东主西,7
推枯折腐,9
推聋妆哑,7
推聋作哑,7
推三推四,7
推三阻四,5
推天抢地,5
推委,5
推卸,5
推谢,5
推延,5
颓败,5
颓放,5
颓废主义,7
颓风,5
颓靡,3
颓丧,1
颓势,3
颓唐,5
颓垣败壁,7
颓垣败井,9
颓垣断堑,9
颓垣废井,9
颓垣废址,5
腿子,7
退步,3
退化,3
退坡,5
退却,5
退缩,5
退有后言,5
蜕化,3
蜕化变质,9
褪套儿,5
吞剥,7
吞风饮雨,7
吞没,5
吞声忍气,7
吞声饮恨,7
吞声饮气,7
吞声饮泣,7
吞吞吐吐,3
吞言咽理,7
吞云吐雾,3
吞舟漏网,9
吞舟是漏,9
屯积居奇,7
屯街塞巷,5
屯毛不辨,7
囤积居奇,5
讬凤攀龙,7
讬公报私,7
讬公行私,7
讬于空言,5
讬之空言,5
讬诸空言,5
托庇,5
托病,5
托陈取消派,5
托福,5
托故,5
托马斯主义,5
托派,5
拖后腿,7
拖拉,3
拖累,5
拖泥带水,5
拖欠,5
拖人下水,5
拖延,5
脱班,5
脱轨,5
脱漏,5
脱误,3
唾壶击缺,7
唾壶敲缺,7
唾骂,7
唾面自干,5
唾面自乾,7
唾弃,7
挖耳当招,9
挖空心思,1
挖苦,1
挖墙脚,5
挖肉补疮,9
瓦查尿溺,9
瓦釜雷鸣,9
瓦解,5
瓦解冰泮,9
瓦解冰销,9
瓦器蚌盘,7
瓦全,5
瓦影鱼,9
瓦影龟鱼,5
歪八竖八,7
歪不横楞,7
歪缠,3
歪打正着,7
歪道,7
歪风,5
歪风邪气,7
歪理,5
歪门邪道,5
歪曲,5
歪歪扭扭,5
歪斜,5
歪心邪意,7
外方内员,7
外方内圆,8
外感内伤,7
外祸,5
外彊中乾,7
外宽内忌,7
外宽内深,7
外厉内荏,7
外强中干,7
外强中瘠,7
外强中乾,7
外巧内嫉,7
外侮,5
外遇,5
剜肉补疮,7
剜肉成疮,7
剜肉生疮,7
剜肉医疮,7
剜肉做疮,7
刓方为圆,7
纨绔子弟,7
完蛋,5
玩兵黩武,9
玩儿完,5
玩故習常,7
玩忽,7
玩忽职守,7
玩花样,1
玩火自焚,3
玩弄,5
玩日愒时,7
玩时愒日,7
玩时贪日,7
玩世不恭,7
玩岁愒日,7
玩岁愒时,7
玩岁愒月,7
玩物丧志,7
玩狎,7
顽敌,5
顽钝,5
顽父嚚母,7
顽梗,5
顽梗不化,7
顽固,3
顽固不化,7
顽固派,5
顽抗,3
顽劣,5
顽皮赖骨,7
顽皮赖肉,7
顽皮贼骨,7
晚节不终,7
万不得已,7
万恶,7
万箭攒心,9
万马齐喑,5
万民涂炭,9
亡不旋跬,7
亡不旋踵,7
亡国,5
亡国大夫,7
亡国灭种,9
亡国奴,5
亡国之器,7
亡国之社,7
亡国之声,7
亡国之音,7
亡魂失魄,9
亡可奈何,7
亡命,7
亡命之徒,7
亡猿祸木,7
亡猿灾木,7
王八,7
王八蛋,7
网漏吞舟,7
枉尺直寻,7
枉道事人,9
枉法,7
枉费,5
枉费工夫,7
枉费心机,9
枉费心计,7
枉费心力,7
枉己正人,7
枉矫过激,7
枉口拔舌,7
枉口嚼舌,7
枉口诳舌,7
枉墨矫绳,7
枉辔学步,7
枉曲直凑,9
枉然,9
枉突徙薪,7
枉物难消,7
枉直同贯,7
惘然若失,5
妄称,7
妄动,5
妄断,5
妄念,5
妄求,3
妄取,5
妄人,5
妄说,5
妄谈祸福,7
妄图,3
妄为,5
妄下雌黄,7
妄想,3
妄言,5
妄言妄听,7
妄语,5
妄自尊大,3
忘本,5
忘恩背义,7
忘恩负义,7
忘恩失义,7
忘乎其形,7
忘其所以,5
忘情负义,7
忘形,5
忘义,5
望尘拜伏,7
望尘奔北,7
望尘奔溃,7
望尘不及,7
望尘靡及,7
望尘僄声,7
望而却步,3
望而生畏,7
望风捕影,3
望风承旨,5
望风而遁,7
望风而靡,7
望风而逃,5
望风而走,5
望风破胆,5
望风希旨,7
望风希指,7
望峰息心,7
望空捉影,7
望梅阁老,7
望秋先零,3
望文生训,7
望文生义,5
望岫息心,7
望洋而叹,7
危殆,7
危机,5
危机四伏,9
危机重重,9
危局,8
危如累卵,9
危言耸听,3
危言竦论,7
危在旦夕,9
威风扫地,7
威迫,5
威迫利诱,9
威吓,5
威胁,5
威信扫地,5
威刑肃物,7
威重令行,7
偎红倚翠,7
偎慵堕懒,7
微不足道,5
微词,5
微辞,5
微乎其微,7
微贱,5
微文深诋,5
为丛驱雀,9
为德不终,7
为德不卒,9
为恶不悛,9
为法自弊,7
为非作歹,5
为非作恶,7
为富不仁,7
为鬼为蜮,9
为害,7
为好成歉,7
为虎傅翼,8
为虎添翼,7
为虎作伥,7
为虎作张,7
为虺弗摧,7
为难,5
为人作嫁,7
为山止篑,9
为蛇画足,7
为蛇添足,7
为所欲为,5
为渊驱鱼,9
为渊驱鱼，为丛驱爵,9
为渊驱鱼，为丛驱雀,9
违背,7
违法,8
违法乱纪,7
违反,5
违犯,5
违规,5
违害就利,7
违纪,5
违建,8
违禁,5
违抗,5
违例,8
违拗,5
违强陵弱,7
违天悖理,9
违天悖人,9
违天害理,9
违天逆理,9
违条犯法,5
违条舞法,7
违宪,5
违乡负俗,7
违心,5
违心之论,7
违约,8
违章,8
帏薄不修,9
帏箔不修,7
唯利是求,7
唯利是视,7
唯利是图,7
唯命是从,7
唯命是听,7
唯所欲为,7
唯唯否否,3
唯唯连声,5
唯唯诺诺,7
唯我独尊,9
唯吾独尊,9
帷薄不修,9
帷箔不修,9
帷灯箧剑,7
帷灯匣剑,7
帷幕不修,9
惟利是命,9
惟利是求,7
惟利是趋,9
惟利是视,7
惟利是图,5
惟命是从,7
惟命是听,7
惟日不足,9
惟日为岁,9
惟所欲为,9
惟我独尊,7
伪军,7
伪君子,7
伪劣,3
伪善,5
伪书,5
伪造,3
伪证,8
伪政权,7
尾巴主义,5
尾大不掉,7
尾大难掉,7
委国听令,9
委过,5
委过于人,5
委靡,1
委靡不振,9
委屈求全,5
委肉虎蹊,5
委琐,7
委罪,5
萎靡,3
萎靡不振,5
猥鄙,9
猥词,7
猥辞,7
猥贱,9
猥劣,7
猥陋,3
猥琐,9
猥亵,7
未成熟,5
未成一篑,9
未达一间,9
未风先雨,7
未经批准,8
未经授权,8
未经证实,8
未竟之志,9
未能免俗,5
未受过教育,9
未形之患,5
未知万一,9
未足轻重,5
位卑言高,5
味道不好,9
味如嚼蜡,7
味同嚼蜡,3
畏敌如虎,7
畏首畏尾,5
畏缩不前,5
畏威怀德,7
畏葸不前,5
猬辞,5
魏鹊无枝,7
温吞,5
瘟神,5
文不对题,5
文抄公,5
文牍主义,5
文过其实,7
文过饰非,5
文过遂非,7
文化大革命,5
文化买办,5
文奸济恶,7
文侩,3
文婪武嬉,7
文痞,3
文人相轻,3
文山会海,7
文身断发,7
文身剪发,7
文身翦发,7
文恬武嬉,5
文通残锦,3
文武差事,7
文字狱,5
闻风而逃,5
闻风破胆,9
闻风远遁,9
闻风远扬,3
闻雷失箸,8
闻噎废食,7
紊乱,3
